          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
          (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0)
          (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0)
          (   4,    0) (   0,    0) (   0,    1) (   0,    1) (   0,    2) (   0,    0) (   4,    0) (   0,    0) (   0,    1) (   0,    1)
         
node   1 sent_total    572  recv_total    551

node   2  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   1,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   7,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
          (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1)
          (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0)
          (   0,    0) (   4,    1) (   0,    0) (   0,    1) (   0,    2) (   0,    0) (   0,    0) (   4,    1) (   0,    0) (   0,    1)
         
node   2 sent_total    555  recv_total    543

node   3  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    1) (   0,    1) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1)
          (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4)
          (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
